DOI,Core composition,Shell composition,Area/volume,Max/min(size),Magnetic moment of core,Spin of surface elements,Saturation magnetization,LogP of organic coating,Number H acceptors of organic coating,Field strength,r2 relaxivity
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,3.000,59.350
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,7.000,222.640
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.283,0.000,2.038,0.417,39.800,12.057,8.000,9.400,31.900
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.213,0.000,2.038,0.417,65.923,12.057,8.000,9.400,51.500
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.183,0.000,2.038,0.417,50.393,12.057,8.000,9.400,70.400
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.294,0.000,2.038,0.417,33.600,6.670,3.000,9.400,15.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.207,0.000,2.038,0.417,45.167,6.670,3.000,9.400,61.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.183,0.000,2.038,0.417,63.700,6.670,3.000,9.400,130.600
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.233,1.000,2.060,0.500,54.193,6.670,3.000,9.400,75.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.216,1.000,2.060,0.500,53.600,6.670,3.000,9.400,65.200
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.185,1.000,2.060,0.500,81.000,6.670,3.000,9.400,91.400
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.137,1.000,2.060,0.500,54.400,6.670,3.000,9.400,204.400
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.567,1.000,2.391,1.000,50.000,-1.096,2.000,3.000,312.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.383,1.000,2.391,1.000,54.000,-1.096,2.000,3.000,381.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.290,1.000,2.391,1.000,58.000,-1.096,2.000,3.000,427.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.233,1.000,2.391,1.000,63.000,-1.096,2.000,3.000,545.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.195,1.000,2.391,1.000,66.000,-1.096,2.000,3.000,608.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,141.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.500,0.000,2.391,1.000,63.000,-1.096,2.000,3.000,185.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.375,0.000,2.391,1.000,70.000,-1.096,2.000,3.000,218.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.250,0.000,2.391,1.000,78.000,-1.096,2.000,3.000,249.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.187,0.000,2.391,1.000,83.000,-1.096,2.000,3.000,297.000
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.999,0.000,2.391,1.000,6.000,-0.248,4.000,0.500,13.120
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.600,0.000,2.391,1.000,38.000,-0.248,4.000,0.500,39.630
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.333,0.000,2.391,1.000,50.000,-0.248,4.000,0.500,53.340
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Fe1Fe2O3,0.136,0.000,2.464,1.036,54.000,0.000,0.000,0.500,89.737
https://doi.org/10.1021/nn305991e,Gd0.15Fe0.85Fe2O4,,1.071,0.000,2.457,1.032,8.000,0.000,0.000,7.000,26.450
https://doi.org/10.1021/nn305991e,Gd0.195Fe0.81Fe2O4,,0.856,0.000,2.478,1.042,20.000,0.000,0.000,7.000,34.380
https://doi.org/10.1021/nn305991e,Gd0.21Fe0.79Fe2O4,,0.625,0.000,2.483,1.045,24.000,0.000,0.000,7.000,41.140
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.600,0.000,2.466,1.036,39.700,0.000,0.000,0.500,45.900
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.428,0.000,2.466,1.036,52.100,0.000,0.000,0.500,146.500
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.333,0.000,2.466,1.036,60.300,0.000,0.000,0.500,205.500
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.250,0.000,2.466,1.036,71.000,0.000,0.000,0.500,280.800
10.1039/c4nr02680b,Fe1Fe2O4,,0.600,0.000,2.391,1.000,23.667,0.000,0.000,0.500,23.000
https://doi.org/10.1002/adfm.201103123,Fe1Fe2O4,,0.908,0.000,2.391,1.000,15.000,0.000,0.000,4.700,35.100
10.1039/c6nr02620f,Fe1Fe2O4,Gd2O3,0.652,0.000,2.391,1.000,25.000,0.000,0.000,1.500,186.510
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.567,1.000,2.391,1.000,50.000,-1.096,2.000,3.000,312.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.383,1.000,2.391,1.000,54.000,-1.096,2.000,3.000,381.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.290,1.000,2.391,1.000,58.000,-1.096,2.000,3.000,427.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.233,1.000,2.391,1.000,63.000,-1.096,2.000,3.000,545.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.195,1.000,2.391,1.000,66.000,-1.096,2.000,3.000,608.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,141.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.500,0.000,2.391,1.000,63.000,-1.096,2.000,3.000,185.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.375,0.000,2.391,1.000,70.000,-1.096,2.000,3.000,218.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.250,0.000,2.391,1.000,78.000,-1.096,2.000,3.000,249.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.187,0.000,2.391,1.000,83.000,-1.096,2.000,3.000,297.000
