DOI,Core composition,Shell composition,Area/volume,Max/min(size),Magnetic moment of core,Spin of surface elements,Saturation magnetization,LogP of organic coating,Number H acceptors of organic coating,Field strength,r1 relaxivity
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.300,0.000,2.391,1.000,53.000,-0.248,4.000,0.500,3.740
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.366,0.000,2.464,1.036,70.000,-5.253,7.000,0.500,57.800
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.366,0.000,2.464,1.036,70.000,-5.253,7.000,1.500,25.200
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.158,0.000,2.464,1.036,70.000,-5.253,7.000,0.500,62.100
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.158,0.000,2.464,1.036,70.000,-5.253,7.000,1.500,28.400
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,1.196,1.000,2.464,1.036,42.000,-5.253,7.000,0.500,22.400
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,1.196,1.000,2.464,1.036,42.000,-5.253,7.000,1.500,14.300
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.347,0.000,2.391,1.000,54.000,-5.253,7.000,0.500,16.300
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.347,0.000,2.391,1.000,54.000,-5.253,7.000,1.500,10.700
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.158,0.000,2.391,1.000,51.000,-5.253,7.000,0.500,14.400
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.158,0.000,2.391,1.000,51.000,-5.253,7.000,1.500,10.400
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,1.136,1.000,2.391,1.000,32.000,-5.253,7.000,0.500,11.200
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,1.136,1.000,2.391,1.000,32.000,-5.253,7.000,1.500,8.200
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Mn0.5Fe0.5Fe2O4,0.181,0.000,2.391,1.000,52.000,0.000,0.000,0.500,33.800
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,,0.205,0.000,2.391,1.000,47.000,0.000,0.000,0.500,9.800
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,,0.136,0.000,2.464,1.036,59.000,0.000,0.000,0.500,33.900
https://doi.org/10.1021/jz201664h,Na1Dy1F4,PMAO-PEG,0.555,0.000,2.060,0.500,23.867,6.670,3.000,9.400,0.300
https://doi.org/10.1021/jz201664h,Na1Dy1F4,PMAO-PEG,0.555,0.000,2.060,0.500,54.000,6.670,3.000,3.000,0.240
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,1.500,0.260
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,3.000,0.180
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,7.000,0.400
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.405,0.000,2.038,0.417,80.000,-1.029,2.000,3.000,0.080
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.405,0.000,2.038,0.417,80.000,-1.029,2.000,7.000,0.230
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,1.500,0.150
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,3.000,0.130
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,7.000,0.350
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,1.500,0.110
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,3.000,0.240
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,7.000,0.620
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.283,0.000,2.038,0.417,28.200,12.057,8.000,9.400,0.180
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.213,0.000,2.038,0.417,45.257,12.057,8.000,9.400,0.250
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.183,0.000,2.038,0.417,41.227,12.057,8.000,9.400,0.220
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.294,0.000,2.038,0.417,31.067,6.670,3.000,9.400,0.060
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.207,0.000,2.038,0.417,67.933,6.670,3.000,9.400,0.150
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.183,0.000,2.038,0.417,73.700,6.670,3.000,9.400,0.170
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.233,1.000,2.060,0.500,47.260,6.670,3.000,9.400,0.240
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.216,1.000,2.060,0.500,65.000,6.670,3.000,9.400,0.160
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.185,1.000,2.060,0.500,43.533,6.670,3.000,9.400,0.130
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.137,1.000,2.060,0.500,54.400,6.670,3.000,9.400,0.500
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.290,1.000,2.391,1.000,58.000,-1.096,2.000,3.000,9.940
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.233,1.000,2.391,1.000,63.000,-1.096,2.000,3.000,6.540
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,11.700
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.999,0.000,2.391,1.000,6.000,-0.248,4.000,0.500,2.410
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.600,0.000,2.391,1.000,38.000,-0.248,4.000,0.500,6.020
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.333,0.000,2.391,1.000,50.000,-0.248,4.000,0.500,4.550
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Fe1Fe2O3,0.136,0.000,2.464,1.036,54.000,0.000,0.000,0.500,22.300
https://doi.org/10.1021/nn305991e,Gd0.15Fe0.85Fe2O4,,1.071,0.000,2.457,1.032,8.000,0.000,0.000,7.000,3.050
https://doi.org/10.1021/nn305991e,Gd0.195Fe0.81Fe2O4,,0.856,0.000,2.478,1.042,20.000,0.000,0.000,7.000,4.630
https://doi.org/10.1021/nn305991e,Gd0.21Fe0.79Fe2O4,,0.625,0.000,2.483,1.045,24.000,0.000,0.000,7.000,7.850
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.600,0.000,2.466,1.036,39.700,0.000,0.000,0.500,18.000
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.428,0.000,2.466,1.036,52.100,0.000,0.000,0.500,27.200
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.333,0.000,2.466,1.036,60.300,0.000,0.000,0.500,32.100
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.250,0.000,2.466,1.036,71.000,0.000,0.000,0.500,38.200
10.1039/c4nr02680b,Fe1Fe2O4,,0.250,0.000,2.391,1.000,53.000,0.000,0.000,0.500,14.200
https://doi.org/10.1002/adfm.201103123,Fe1Fe2O4,,0.908,0.000,2.391,1.000,15.000,0.000,0.000,4.700,8.300
10.1039/c6nr02620f,Fe1Fe2O4,Gd2O3,0.652,0.000,2.391,1.000,25.000,0.000,0.000,1.500,45.240
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.567,1.000,2.391,1.000,50.000,-1.096,2.000,3.000,16.033
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,11.700
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.500,0.000,2.391,1.000,63.000,-1.096,2.000,3.000,11.233
